[Normal Axes]|en|ru
shields_flame_diviners_ward|Flame Diviner's Ward|Оберег огненного прорицателя
shields_justiciars_thunder_wall|Justiciar's Thunder Wall|Громовая стена юстициария
shields_shield_bearers_wall|Shield Bearer's Wall|Стена щитоносца
shields_valkyries_battle_shield|Valkyrie's Battle Shield|Боевой щит валькирии
shields_leprechauns_greed|Leprechauns Greed|Алчность лепрекона
shields_gem_encrusted_tower|Gem Encrusted Tower|Инкрустированный щит-башня
shields_pandemic_shield|Pandemic Shield|Щит пандемии
shields_iron_giants_shield|Iron Giants Shield|Щит железного гиганта
shields_tomis_vibrant_aura|St. Tomi's Vibrant Aura|Сияющая аура св. Томи
shields_defenders_justice|Defender's Justice|Правосудие защитника
shields_shield_of_abyss|Shield of the Abyss|Щит Бездны
shields_mirror_of_flesh|Mirror of Flesh|Зеркало плоти
shields_hallgars_blood_forged|St. Hallgar's Bloodforged Aegis|Кровавая эгида св. Халлгара
shields_ward_of_blood|Ward of Blood|Оберег крови
shields_novice_tower|Novice's Tower|Щит-башня послушника
shields_kings_tower_shield|King's Tower Shield|Королевский щит-башня
shields_heavens_champion|Heaven's Champion|Небесный воитель
shields_pitfiends_thorn|Pitfiend's Thorn|Шип исчадия ямы
shields_celestials_authority|Celestial's Authority|Власть Небожителя
shields_visage_of_relentless_rage|Visage of Relentless Rage|Лик неукротимой ярости
shields_battle_mages_shield|Battle Mage's Shield|Щит боевого мага
shields_darkwood_defender|Darkwood Defender|Защитник Темнолесья
shields_rusted_spike_shield|Rusted Spiked Shield|Ржавый шипастый щит
shields_blessed_defender|Blessed Defender|Благословенный защитник
shields_thunderburn_aegis|Thunderburn Aegis|Эгида громового ожога
shields_shield_of_shattered_elements|Shield of Shattered Elements|Щит расколотых стихий
shields_battlemagis_rampart|Battlemagi's Rampart|Бастион боевых магов
shields_archmagus_glyphward|Archmagus Glyphward|Глиф-оберег архимага
shields_lost_wizards_barrier|Lost Wizard's Barrier|Барьер утраченного мага
shields_bobs_piece_of_plywood|Bob's Piece of Plywood|Кусок фанеры Боба
shields_thunderstruck_deflector|Thunderstruck Deflector|Громовой отражатель
shields_rendguard_of_carnage|Rendguard of Carnage|Заслон кровавой бойни
shields_spellbinders_magebarrier|Spellbinder's Magebarrier|Магический барьер чародея
shields_gabriels_unholy_oath|Gabriel's Unholy Oath|Нечестивая клятва Габриэля
shields_fallen_gladiators_shield|Pit Ravager´s Cetratus|Цетратус опустошителя ям
shields_suomi_finland_suatana|SUOMI FINLAND SUATANA|СУОМИ ФИНЛЯНДИЯ СУАТАНА
shields_shadow_lantern|Shadow Lantern|Теневой фонарь
||
lore_shields_hallgars_blood_forged|Amidst the heavens' mountain, Saint Hallgar faced demons, turning a last stand into a defiant triumph. Forged from their blood, the Bloodforged Aegis of Hallgar symbolizes courage, guarding against darkness, inspiring hope, and ensuring virtue prevails.|На небесной горе святой Халлгар сошелся в битве с демонами, превратив свой последний рубеж в великий триумф. Выкованная из их крови, эгида Халлгара стала символом отваги и щитом от тьмы, вселяющим надежду и несущим торжество добродетели.
lore_shields_tomis_vibrant_aura|The shield's power is not without its trials. Its vibrant aura is tied to the wielder's heart and resolve. In moments of doubt or fear, the aura would dim, and the shield's protective capabilities wane. Only through unwavering faith in the cause of justice and a steadfast commitment to protecting the innocent could the shield unleash its full potential.|Мощь сего щита сопряжена с испытаниями. Его сияющая аура питается сердцем и решимостью владельца. В миг сомнения или страха свет меркнет, и защита щита слабеет. Лишь непоколебимая вера в справедливость и готовность оберегать невинных позволят щиту явить свою истинную силу.
lore_shields_shield_of_abyss|From the abyss they rise and go against everything pure. Trust no-one, as the abyss is unforgiving.|Они восстают из бездны, попирая всё чистое. Не доверяй никому, ибо бездна не знает прощения.
lore_shields_defenders_justice|A fine shield for those who do not live for vain reasons but for the well of others.|Прекрасный щит для тех, кто живет не ради тщеславия, а во благо ближних.
lore_shields_celestials_authority|From high up, the celestials guard the mortals with the authority of infinite knowledge of the cosmos.|С заоблачных высот небожители взирают на смертных, охраняя их властью бесконечного знания космоса.
lore_shields_fallen_gladiators_shield|As he took his last stand against a thousand swords and blades, he contributes the legacy to those who wield this Shield.|Приняв свой последний бой против тысячи мечей, он оставил наследие тем, кто ныне владеет этим щитом.
lore_shields_shadow_lantern|A dimm light piercing through the shadows..|Тусклый свет, пронзающий тени...
||
[rings]||
rings_normal_bronze_ring|Bronze Ring|Бронзовое кольцо
rings_normal_iron_ring|Iron Ring|Железное кольцо
rings_normal_ring|Ring|Кольцо
rings_normal_socketed_ring|Socket Ring|Кольцо с гнездом
rings_normal_primal_ring|Primal Ring|Первобытное кольцо
rings_normal_golden_ring|Golden Ring|Золотое кольцо
||
[rings_unique]||
rings_ras_band|Ra's Band|Кольцо Ра
rings_molten_ring|Molten Ring|Расплавленное кольцо
rings_dragonsteel_ring|Dragonsteel Ring|Кольцо из драконьей стали
rings_stone_of_jordan|Stone of Premonition|Камень предчувствия
rings_khodos_wedding_band|Khodo's Wedding Band|Обручальное кольцо Ходо
rings_demon_eye_ring|Demon Eye Ring|Кольцо «Глаз демона»
rings_satanic_eye|Satanic Eye|Сатанический глаз
rings_giants_band_of_strength|Giant's Band of Strength|Кольцо силы гиганта
rings_iron_ring_of_prometeus|Iron Ring of Prometheus|Железное кольцо Прометея
rings_devlins_eternal_grace|St. Aaron's Eternal Rage|Вечный гнев Св. Аарона
rings_elven_grace|Elven Grace|Эльфийская грация
rings_quickening_zephyr|Quickening Zephyr|Оживляющий Зефир
rings_mana_benders_will|Mana Bender's Will|Воля покорителя маны
rings_tectonic_frequency|Tectonic Frequency|Тектоническая частота
rings_fury_of_tarethiel|Fury of Tarethiel|Ярость Таретиэля
rings_absence_of_constraint|The Absence of Constraint|Отсутствие оков
rings_mark_of_ferocity|Mark of Ferocity|Знак свирепости
rings_sanguine_bloodstone|Sanguine Bloodstone|Алый кровавик
rings_archers_story|Archer's Story|История лучника
rings_onyx_slayers_band|Onyx Slayer's Band|Кольцо Ониксового убийцы
rings_templars_faith|Templar's Faith|Вера храмовника
