[Normal Axes]|en|ru
lore_boots_grimbones_marchers|Boots made of from the skin and bones of a thousand falled soldiers.|Сапоги, сшитые из кожи и костей тысячи павших воинов. Каждый шаг в них — эхо старой войны.|
lore_boots_soulflaming_marchers|Burning in agony are the souls entrapped in this pair of boots..|Плененные в этих сапогах души обречены на вечное горение в невыносимой агонии. Каждый твой шаг отзывается их безмолвным криком, а земля под ногами обугливается от жара их вечных мучений.|
lore_boots_marchers_of_hatred|I just hate these dolls and the maggots feasting on its carcass..|Я чувствую лишь презрение. К этим безжизненным оболочкам, к жирным личинкам в их утробах и к самому миру, породившему такую мерзость.|
lore_boots_developer_boots|I went to the store to buy some of them nuggets but the store was closed so I called my mom and tripped on the side of the road, fell into a hole and appeared in front of a church. They were serving soup for the homeless and this guy comes to me and tells me ‘Hey man you look like you like nuggets, I know exactly the place’. So I follow him to a night dark alley and we go inside this moldy appartment and he gives me this white rock kind of thing and tells me this is better than nuggets, we spent the whole night vaping this rock and those were the best nuggets I’ve ever eaten. |Пошел я за наггетсами, а магаз закрыт. Позвонил мамке, споткнулся, упал в яму и очутился у церкви. Там кормили бездомных супом, и какой-то тип говорит: «Слышь, ты вроде любишь наггетсы, я знаю место». Пошли мы в темный переулок, в какую-то плесневелую хату, и он дает мне белый камень. Говорит, это получше наггетсов будет. Всю ночь мы курили этот камень, и это были лучшие наггетсы в моей жизни.|
lore_boots_lost_at_sea|Closer to astronauts than anyone other on the planet|Ни одна живая душа не заходила так далеко в объятия великого Ничто. Эти сапоги помнят холод истинной бездны, доступный лишь тем, кто решился заглянуть за край самого мироздания.|
lore_boots_fumas_favela_flipflop|Flipflopping max speed running from the Policia Militar|Скромная обувь отщепенцев из трущоб, позволяющая скользить между тенями с невероятной быстротой. Пока преследователи гремят сталью, ты исчезаешь в лабиринте подворотен, оставляя лишь эхо своего дерзкого побега.|
lore_boots_metal_vocalists_war_boots|Stomping the ground amplifying the sweet sound of metal!|Кованая сталь для тех, чей голос способен заглушить гром. Пусть враги трепещут от звука твоих шагов еще до того, как увидят блеск твоего клинка.|
lore_boots_deserts_storm|The storm is brewing, guiding your every step..|Сами ветра преклоняют колени перед твоей поступью. Грядущая буря не просто следует за тобой по пятам — она указывает путь к величию сквозь хаос.|
lore_boots_chaoswalkers|Walk through the chaos like a king..|Иди сквозь вихри безумия с гордо поднятой головой. Хаос не смеет коснуться того, кто носит в сердце тьму, способную поглотить даже свет умирающих звезд.|
lore_boots_thunder_roamers|Walk through the thunder like odin..|Ступай сквозь бурю подобно Всеотцу, и пусть каждый твой шаг сотрясает небеса грохотом, возвещая о прибытии истинного владыки штормов.|
lore_boots_venom_roamers|Walk through the venom like a snake..|Сапоги, источающие едкую желчь. Сама жизнь отшатывается от них, и даже камень шипит и плавится под тяжестью поступи их носителя.|
lore_boots_chilling_roamers|Walk through the tundra like a viking..|Ступай по ледяным пустошам с яростью северного волка. Пусть мороз сковывает землю, а твой шаг останется твердым, как сталь драккара.|
lore_boots_scorching_roamers|Walk through the flames like a dragon..|Ступай сквозь бушующее пламя с величием древнего дракона, для которого всепожирающий огонь — лишь родная стихия, дарующая силу.|
lore_boots_astral_roamers|Walk through the astral planes like a wizard..|Ступай по зыбкой грани миров, где материя истончается в звездную пыль. Лишь истинный чародей способен проложить тропу сквозь вечную пустоту астрала, оставив позади законы физического мира.|
lore_boots_brutal_roamers|Walk through the battlefield like a god of war..|Ступай по полю брани с величием древнего бога войны. Пусть под твоими подошвами хрустят кости врагов, а земля дрожит от тяжести твоего гнева.|
lore_boots_adamant_roamers|Walk through the mountain like a siege ram..|Мир рассыпается в пыль под их тяжелой подошвой. Империи рождаются и гибнут в тени их шага, но чистейший адамант вечен — как и путь того, кто осмелится их надеть|
||
craft_boots_arcs_walkers|Arc´s Walkers are powerful boots designed for leveling providing increased experience gain for characters below level 100.|Странники Арка — могущественное снаряжение для тех, кто жаждет быстрого роста. Они ускоряют путь к истинной силе, даруя больше опыта всем, кто еще не достиг сотого уровня.|
||
[amulets]||
amulets_normal_golden_amulet|Amulet|Амулет
amulets_normal_silver_necklace|Locket|Медальон
amulets_normal_jade_stone|Pearls|Жемчуг
amulets_normal_skull_trophy|Talisman|Талисман
amulets_normal_hawks_claw_amulet|Carcanet|Колье
amulets_normal_elven_necklace|Necklace|Ожерелье
||
[amulets_unique]||
amulets_all_seeing_eye|All Seeing Eye|
amulets_high_demons_necklace|High Demon's Necklace|
amulets_satans_precious|Satan's Precious|
amulets_shining_pearl|Shining Pearl|
amulets_gurags_soul|Gurag's Pebble|
amulets_anubis_oculus|Anubis Oculus|
amulets_tals_pendant|Tal's Pendant|
amulets_damiens_soulstone|Damien's Soulstone|
amulets_steves_necklace|Steve's Necklace|
amulets_baby_log_necklace|Baby Log Necklace|
amulets_treasure_pendant|Treasure Pendant|
amulets_ritual_pendant|Ritual Pendant|
amulets_nobunagas_warrior_spirit|Nobunaga's Warrior Spirit|
amulets_visages_eye|Visage's Eye|
amulets_elders_heart|Elder's Heart|
amulets_devils_gem|Devil's Gem|
amulets_aztec_necklace|Aztec Necklace|
amulets_sacred_pendant|Sacred Pendant|
amulets_spirit_pendant|Spirit Pendant|
amulets_rift_warriors_skull|Rift Warrior's Skull|
amulets_ravens_claw|Raven's Claw|
amulets_eye_of_horus|Eye of Horus|
amulets_pyramid_pendant|Pyramid Pendant|
amulets_storm_pendant|Storm Pendant|
amulets_travelers_compass|Traveler's Compass|
